"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"273",1.05253674232171e-89,1.3446865772307,0.996,0.87,1.36829776501822e-87,"27","Hu.CLEC12A"
"274",5.80368184542769e-86,1.86983460557415,0.934,0.598,7.54478639905599e-84,"27","Hu.CD21"
"275",1.48197103338047e-68,1.84556287971314,0.992,0.877,1.92656234339461e-66,"27","Hu.CD41"
"276",2.47046725997416e-63,1.33267963525658,0.988,0.867,3.21160743796641e-61,"27","Hu.CD62L"
"277",1.09347654366314e-56,1.06021609902934,0.965,0.67,1.42151950676208e-54,"27","Hu.CD11c"
"278",5.20210016476228e-53,0.930352046110472,0.988,0.907,6.76273021419097e-51,"27","Hu.CD45RA"
"279",1.41054300758003e-45,1.13048549481999,0.938,0.739,1.83370590985404e-43,"27","Hu.CD99"
"280",1.81720791040823e-30,1.05845630266453,0.957,0.824,2.3623702835307e-28,"27","Hu.CD62P"
"281",4.82340432868563e-50,1.35990275561213,0.933,0.914,6.27042562729132e-48,"28","Hu.CD49b"
"282",4.92644686628585e-33,2.4385058512024,0.85,0.877,6.40438092617161e-31,"28","Hu.CD41"
"283",1.50899425251145e-22,0.61892172327392,0.995,0.995,1.96169252826489e-20,"28","HuMs.CD49f"
"284",1.93785628130702e-20,0.824498889751724,0.99,0.974,2.51921316569912e-18,"28","Hu.CD71"
"285",4.6432423465358e-16,0.98692521069259,0.762,0.667,6.03621505049654e-14,"28","Hu.CD36"
"286",4.09103709470233e-13,1.20912726062254,0.782,0.825,5.31834822311303e-11,"28","Hu.CD62P"
"287",7.28779765967082e-09,0.690012971984,0.741,0.835,9.47413695757207e-07,"28","Hu.CD42b"
"288",3.6283640704402e-08,0.545808205564731,0.824,0.831,4.71687329157226e-06,"28","Hu.CD31"
"289",2.4891083163936e-05,0.432523232300016,0.746,0.739,0.00323584081131168,"28","Hu.CD99"
"290",0.000419787627307357,0.426134068747746,0.694,0.762,0.0545723915499564,"28","Hu.CD194"
"291",2.73246000753189e-53,0.464039232139261,1,0.996,3.55219800979146e-51,"29","Hu.CD224"
"292",1.19566618752127e-50,0.4737670589673,1,0.997,1.55436604377765e-48,"29","Hu.CD183"
"293",1.51752376940827e-50,0.574783324895245,1,0.984,1.97278090023075e-48,"29","Hu.CD154"
"294",4.13734786633449e-35,0.484793456512679,1,0.981,5.37855222623484e-33,"29","Hu.CD267"
"295",9.21997777442474e-34,0.411951536039742,1,0.981,1.19859711067522e-31,"29","Hu.CD107a"
"296",1.27570087889177e-33,0.543538790321494,1,0.957,1.6584111425593e-31,"29","Hu.CD185"
"297",1.00503894895686e-30,0.516952958651722,1,0.931,1.30655063364392e-28,"29","Hu.CD69"
"298",2.45578828096571e-29,0.853682480073923,0.965,0.779,3.19252476525542e-27,"29","Hu.CD196"
"299",1.06778826138043e-18,0.839013066215115,0.902,0.651,1.38812473979456e-16,"29","Hu.CD22"
"300",9.3904108717601e-14,0.474611203372893,0.993,0.87,1.22075341332881e-11,"29","Hu.CD40"
"301",1.04083597495433e-15,0.536347904433051,1,0.987,1.35308676744063e-13,"30","Hu.CD112"
"302",1.84467300025869e-15,1.7815758900086,1,0.667,2.3980749003363e-13,"30","Hu.CD36"
"303",2.50481981735733e-15,1.14297293258459,1,0.981,3.25626576256452e-13,"30","Hu.CD49a"
"304",5.89183205220087e-14,1.09574934488278,1,0.913,7.65938166786113e-12,"30","Hu.CD146"
"305",4.48791291097511e-13,0.567087862423009,1,0.981,5.83428678426764e-11,"30","Hu.CD23"
